,Rk,G,Date,Unnamed: 3,Opp,W/L,Tm,Opp.1,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,Unnamed: 18,eFG%,TOV%,ORB%,FT/FGA,Unnamed: 23,eFG%.1,TOV%.1,DRB%,FT/FGA.1
7343,50,50,2017-01-30,@,MIN,L,105,111,103.0,108.9,92.3,.198,.365,.503,49.0,53.7,6.9,4.8,,.479,9.5,21.2,.135,,.505,9.7,80.4,.209
7344,51,51,2017-02-01,,IND,L,88,98,95.6,106.4,92.1,.364,.312,.493,47.9,54.8,13.0,6.1,,.442,13.6,17.5,.260,,.543,17.4,84.8,.333
7345,52,52,2017-02-03,,TOR,W,102,94,111.6,102.8,91.4,.400,.175,.542,51.1,59.5,4.4,11.9,,.494,10.5,26.2,.288,,.448,10.3,72.9,.184
7346,53,53,2017-02-04,@,ATL,L,86,113,92.2,121.2,93.3,.359,.346,.476,40.7,63.0,8.6,8.0,,.391,12.6,15.6,.321,,.590,14.3,72.2,.269
7347,54,54,2017-02-07,@,HOU,L,104,128,102.2,125.8,101.7,.227,.284,.537,52.8,66.7,6.9,7.8,,.511,14.2,23.8,.159,,.584,8.7,78.7,.270
7348,55,55,2017-02-09,,PHI,L,111,112,104.4,105.3,106.4,.286,.250,.587,51.1,65.9,3.8,11.9,,.548,18.2,17.9,.226,,.479,12.3,75.5,.221
7349,56,56,2017-02-11,@,DAL,L,80,112,86.8,121.5,92.2,.220,.280,.445,44.0,50.0,8.7,8.9,,.409,13.5,22.0,.159,,.588,13.0,70.7,.055
7350,57,57,2017-02-13,@,MIA,W,116,107,115.5,106.6,100.4,.322,.156,.564,58.4,40.9,9.0,4.9,,.533,12.0,32.6,.222,,.506,12.9,86.0,.277
7351,58,58,2017-02-15,,SAS,L,79,107,83.4,113.0,94.7,.250,.237,.468,39.8,50.0,5.3,8.6,,.421,16.8,11.4,.197,,.517,11.0,71.8,.169
7352,59,59,2017-02-23,,POR,L,103,112,102.5,111.5,100.5,.453,.256,.499,47.1,52.9,8.0,6.3,,.436,11.9,26.5,.326,,.562,17.0,75.0,.259
7353,60,60,2017-02-25,,ATL,W,105,86,107.6,88.1,97.6,.296,.333,.573,49.5,56.8,11.3,13.3,,.506,12.4,16.3,.284,,.424,15.0,76.9,.165
7354,,,,,,,,,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,,Offensive Four Factors,Offensive Four Factors,Offensive Four Factors,Offensive Four Factors,,Defensive Four Factors,Defensive Four Factors,Defensive Four Factors,Defensive Four Factors
7355,Rk,G,Date,,Opp,W/L,Tm,Opp,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,,eFG%,TOV%,ORB%,FT/FGA,,eFG%,TOV%,DRB%,FT/FGA
7356,61,61,2017-03-01,,NYK,L,90,101,97.8,109.8,92.0,.265,.301,.486,46.2,32.4,3.3,5.8,,.440,11.5,19.6,.205,,.469,10.4,72.3,.309
7357,62,62,2017-03-03,,MIA,W,110,99,114.4,103.0,96.1,.211,.189,.559,50.5,60.0,7.3,9.5,,.528,8.4,19.5,.167,,.429,8.1,75.0,.231
7358,63,63,2017-03-05,@,WAS,L,114,115,121.9,122.9,93.5,.213,.393,.585,53.1,36.4,9.6,5.5,,.573,12.6,31.7,.135,,.568,11.5,75.0,.284
7359,64,64,2017-03-06,,NYK,L,105,113,111.7,120.2,94.0,.282,.376,.549,48.3,57.5,4.3,6.9,,.524,12.0,25.0,.188,,.500,8.4,72.1,.314
7360,65,65,2017-03-08,,CHI,W,98,91,108.4,100.7,90.4,.236,.281,.499,52.2,56.8,11.1,7.5,,.455,8.4,30.0,.191,,.519,15.7,78.6,.086
7361,66,66,2017-03-10,@,CHO,L,81,121,93.6,139.8,86.6,.289,.355,.473,41.9,61.3,4.6,3.4,,.441,10.5,17.8,.184,,.658,7.4,79.3,.215
7362,67,67,2017-03-11,,CLE,L,104,116,107.7,120.1,96.6,.292,.219,.480,50.0,44.7,6.2,2.1,,.417,4.4,24.6,.250,,.587,8.5,80.9,.174
7363,68,68,2017-03-13,@,SAC,L,115,120,110.9,115.7,103.7,.122,.347,.557,51.8,71.1,9.6,7.7,,.526,10.4,18.8,.122,,.634,14.1,94.6,.195
7364,69,69,2017-03-16,@,GSW,L,92,122,89.9,119.2,102.3,.223,.287,.446,51.0,42.9,6.8,6.6,,.410,15.5,28.6,.160,,.632,11.0,82.5,.138
7365,70,70,2017-03-17,@,PHO,W,109,103,104.9,99.2,103.9,.219,.240,.518,46.7,50.0,9.6,5.5,,.474,10.2,17.8,.188,,.448,13.8,74.5,.287
7366,71,71,2017-03-20,,PHI,W,112,109,99.4,96.7,102.1,.489,.245,.490,50.9,54.3,8.9,5.9,,.394,13.6,25.9,.404,,.426,12.4,75.9,.216
7367,72,72,2017-03-22,,CHO,L,102,109,111.3,118.9,91.7,.114,.455,.552,50.0,65.0,5.5,4.8,,.534,13.2,29.5,.091,,.517,9.3,71.4,.178
7368,73,73,2017-03-24,,DET,W,115,87,116.9,88.4,98.4,.143,.286,.594,48.5,76.6,4.1,8.1,,.582,9.4,13.6,.099,,.365,7.1,77.4,.177
7369,74,74,2017-03-27,@,TOR,L,112,131,110.1,128.8,101.7,.318,.227,.558,43.4,44.2,10.8,4.4,,.511,9.9,19.0,.250,,.651,13.2,73.5,.277
7370,75,75,2017-03-29,,OKC,L,106,114,96.0,103.2,100.0,.278,.309,.487,48.2,61.5,8.1,11.6,,.448,11.4,19.3,.196,,.471,8.8,79.2,.176
7371,76,76,2017-03-31,@,BOS,L,116,117,112.4,113.4,103.2,.255,.306,.532,51.6,70.0,8.7,7.8,,.469,7.6,21.6,.245,,.524,10.0,88.1,.345
7372,77,77,2017-04-01,@,BRK,L,111,121,111.0,121.0,100.0,.165,.275,.569,48.8,57.8,9.0,3.2,,.549,12.5,23.9,.121,,.574,9.8,77.5,.138
7373,78,78,2017-04-04,@,CLE,L,102,122,105.0,125.6,97.2,.302,.384,.523,50.6,69.7,8.2,6.5,,.448,12.6,22.9,.291,,.646,11.6,86.5,.195
7374,79,79,2017-04-06,,BRK,W,115,107,112.6,104.8,102.1,.289,.278,.567,55.2,57.1,8.8,10.5,,.517,11.4,22.0,.244,,.523,12.6,84.8,.184
7375,80,80,2017-04-08,,IND,L,112,127,110.0,124.7,101.9,.262,.357,.598,42.3,70.7,9.8,3.1,,.571,12.2,9.3,.190,,.657,13.7,82.9,.163
7376,,,,,,,,,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,,Offensive Four Factors,Offensive Four Factors,Offensive Four Factors,Offensive Four Factors,,Defensive Four Factors,Defensive Four Factors,Defensive Four Factors,Defensive Four Factors
7377,Rk,G,Date,,Opp,W/L,Tm,Opp,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,,eFG%,TOV%,ORB%,FT/FGA,,eFG%,TOV%,DRB%,FT/FGA
7378,81,81,2017-04-10,@,CHI,L,75,122,78.4,127.6,95.6,.190,.321,.412,40.7,62.1,5.2,7.9,,.375,14.9,17.3,.143,,.607,11.1,71.8,.157
7379,82,82,2017-04-12,,DET,W,113,109,110.8,106.8,102.0,.195,.287,.598,49.0,64.3,6.9,8.6,,.557,10.4,14.3,.184,,.439,6.3,72.6,.151
7380,1,1,2016-10-26,,OKC,L,97,103,96.7,102.6,100.3,.298,.286,.511,44.8,58.3,5.0,13.9,,.470,12.0,11.1,.214,,.447,8.7,74.5,.202
7381,2,2,2016-10-29,,ATL,L,72,104,71.8,103.7,100.3,.188,.225,.416,45.3,57.1,9.0,7.7,,.381,18.8,8.9,.138,,.524,11.2,85.4,.176
7382,3,3,2016-11-01,,ORL,L,101,103,106.7,108.9,94.6,.198,.247,.574,51.9,70.0,5.3,11.8,,.549,14.6,20.6,.148,,.484,9.1,74.5,.140
7383,4,4,2016-11-02,@,CHO,L,93,109,96.4,113.0,96.5,.174,.442,.502,45.7,67.6,8.3,4.4,,.465,15.5,18.6,.151,,.576,14.2,76.3,.228
7384,5,5,2016-11-05,,CLE,L,101,102,98.7,99.7,102.3,.138,.437,.547,47.9,52.5,8.8,17.0,,.540,15.6,11.6,.080,,.484,13.9,78.4,.154
7385,6,6,2016-11-07,,UTA,L,84,109,90.2,117.0,93.1,.286,.273,.485,48.3,51.6,5.4,3.0,,.448,17.2,20.5,.195,,.571,9.6,76.7,.141
7386,7,7,2016-11-09,@,IND,L,115,122,107.2,113.7,97.1,.200,.379,.556,50.0,50.0,10.3,8.5,,.558,14.1,21.7,.095,,.594,13.9,82.5,.167
7387,8,8,2016-11-11,,IND,W,109,105,104.4,100.6,94.5,.360,.372,.547,57.4,66.7,6.7,8.7,,.483,16.0,26.5,.302,,.472,11.7,91.1,.250
7388,9,9,2016-11-12,@,ATL,L,96,117,96.6,117.7,99.4,.241,.349,.523,42.9,58.3,14.1,6.3,,.500,17.1,21.3,.157,,.574,13.7,65.9,.084
7389,10,10,2016-11-14,@,HOU,L,88,115,91.0,118.9,96.7,.189,.244,.451,41.5,52.9,10.3,13.7,,.406,11.0,20.4,.167,,.577,14.7,64.4,.110
7390,11,11,2016-11-16,,WAS,W,109,102,111.2,104.1,98.0,.286,.364,.629,50.6,71.4,6.1,1.5,,.610,16.4,14.7,.195,,.462,9.7,76.6,.198
7391,12,12,2016-11-17,@,MIN,L,86,110,95.4,122.1,90.1,.229,.386,.471,45.5,48.4,10.0,3.4,,.428,14.1,27.7,.181,,.548,12.3,65.9,.214
7392,13,13,2016-11-19,,PHO,W,120,105,113.2,99.0,106.0,.233,.407,.633,50.0,73.3,10.4,12.7,,.622,16.0,15.8,.151,,.457,12.3,76.0,.228
7393,14,14,2016-11-21,,MIA,W,101,94,111.5,103.8,90.6,.256,.333,.582,44.4,56.8,8.8,8.8,,.545,13.9,19.4,.205,,.426,11.5,61.1,.216
7394,15,15,2016-11-23,,MEM,L,99,104,85.9,90.3,95.4,.247,.387,.480,54.9,68.6,7.8,14.3,,.441,20.1,17.8,.183,,.434,12.0,84.2,.182
7395,16,16,2016-11-25,,CHI,L,89,105,89.8,105.9,99.1,.282,.282,.508,48.5,58.1,7.1,11.6,,.455,17.8,16.7,.231,,.478,10.6,78.4,.211
7396,17,17,2016-11-27,,CLE,L,108,112,111.8,115.9,96.6,.109,.370,.560,52.1,67.4,5.2,9.6,,.549,14.2,28.9,.076,,.478,7.9,72.5,.261
7397,18,18,2016-11-28,@,TOR,L,95,122,103.4,132.7,91.9,.151,.395,.518,47.5,75.0,9.8,6.9,,.500,13.2,26.1,.105,,.630,11.7,76.5,.325
7398,19,19,2016-12-02,,ORL,L,88,105,96.6,115.3,91.1,.105,.337,.443,49.5,66.7,3.3,11.5,,.426,9.1,27.3,.074,,.558,10.1,81.6,.231
7399,20,20,2016-12-03,,BOS,L,106,107,115.7,116.8,91.6,.342,.434,.606,50.7,57.1,5.5,6.0,,.559,14.6,20.5,.276,,.553,10.1,83.3,.303
7400,,,,,,,,,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,,Offensive Four Factors,Offensive Four Factors,Offensive Four Factors,Offensive Four Factors,,Defensive Four Factors,Defensive Four Factors,Defensive Four Factors,Defensive Four Factors
7401,Rk,G,Date,,Opp,W/L,Tm,Opp,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,,eFG%,TOV%,ORB%,FT/FGA,,eFG%,TOV%,DRB%,FT/FGA
7402,21,21,2016-12-05,,DEN,L,98,106,99.8,107.9,98.2,.267,.360,.510,49.4,57.1,12.2,20.4,,.471,15.0,25.5,.198,,.526,17.3,76.2,.342
7403,22,22,2016-12-06,@,MEM,L,91,96,92.1,97.2,98.8,.317,.500,.487,45.9,65.6,5.1,10.1,,.476,14.6,18.0,.159,,.395,11.4,75.0,.326
7404,23,23,2016-12-08,@,NOP,W,99,88,107.1,95.2,92.5,.143,.440,.512,49.5,69.2,8.7,13.6,,.495,9.4,23.4,.099,,.435,11.4,76.1,.179
7405,24,24,2016-12-11,@,DET,W,97,79,107.5,87.5,90.2,.250,.250,.643,55.3,63.2,12.2,6.3,,.610,20.9,17.2,.206,,.421,14.5,78.7,.122
7406,25,25,2016-12-14,,TOR,L,114,123,122.1,131.8,93.3,.291,.337,.588,52.4,67.4,5.4,6.9,,.552,12.6,36.8,.221,,.529,8.0,65.9,.356
7407,26,26,2016-12-16,,LAL,L,89,100,91.1,102.3,97.7,.273,.352,.452,51.1,68.8,7.2,8.2,,.398,14.7,29.6,.216,,.513,18.4,80.0,.241
7408,27,27,2016-12-18,,BRK,W,108,107,107.4,106.4,100.6,.261,.318,.550,52.2,60.5,5.0,10.6,,.500,14.8,26.5,.227,,.519,14.5,82.9,.284
7409,28,28,2016-12-20,,NOP,L,93,108,96.0,111.4,96.9,.256,.402,.510,43.4,54.5,6.2,10.5,,.470,12.5,13.0,.195,,.484,9.5,69.8,.194
7410,29,29,2016-12-23,@,PHO,L,116,123,115.0,121.9,100.9,.265,.373,.626,39.4,54.8,6.9,11.3,,.584,17.0,20.0,.229,,.608,17.3,64.5,.342
7411,30,30,2016-12-26,@,SAC,L,100,102,101.1,103.1,98.9,.228,.316,.575,47.5,51.3,13.1,8.1,,.551,20.2,21.6,.165,,.489,16.5,69.8,.195
7412,31,31,2016-12-29,@,UTA,L,83,100,93.2,112.3,89.1,.092,.276,.458,48.8,45.7,6.7,2.1,,.437,14.2,27.7,.080,,.582,14.1,75.7,.205
7413,32,32,2016-12-30,@,DEN,W,124,122,127.1,125.1,97.6,.460,.379,.593,49.4,65.8,5.1,8.8,,.529,9.5,30.6,.368,,.530,8.9,72.5,.393
7414,33,33,2017-01-03,,MIN,W,93,91,95.8,93.7,97.1,.294,.376,.484,50.5,57.6,10.3,12.1,,.429,14.3,24.0,.235,,.445,15.8,80.0,.220
7415,34,34,2017-01-06,@,BOS,L,106,110,106.3,110.3,99.7,.329,.354,.586,49.4,81.1,9.0,23.4,,.525,14.2,11.8,.291,,.511,14.8,75.5,.241
7416,35,35,2017-01-08,@,BRK,W,105,95,99.1,89.7,105.9,.287,.287,.496,53.5,51.4,10.4,9.8,,.436,10.9,14.3,.245,,.526,20.5,90.9,.167
7417,36,36,2017-01-11,,NYK,W,98,97,104.3,103.3,93.9,.221,.295,.470,54.0,73.0,7.5,1.6,,.426,11.8,36.0,.179,,.512,12.6,78.4,.105
7418,37,37,2017-01-13,,CHO,W,102,93,109.4,99.8,93.2,.263,.500,.601,48.1,72.2,12.9,14.5,,.566,19.1,28.6,.211,,.365,16.1,63.6,.365
7419,38,38,2017-01-14,@,WAS,L,93,109,96.9,113.5,96.0,.241,.356,.483,49.5,55.6,6.2,2.7,,.471,14.3,28.3,.126,,.527,10.0,73.9,.143
7420,39,39,2017-01-16,@,MIL,W,113,104,115.8,106.6,97.6,.462,.474,.602,57.3,71.4,8.2,12.0,,.538,16.1,31.7,.372,,.500,10.8,79.2,.169
7421,40,40,2017-01-18,,TOR,W,94,89,99.1,93.8,94.9,.464,.348,.566,51.7,64.5,5.3,11.3,,.507,20.9,13.9,.348,,.430,8.6,77.4,.174
7422,,,,,,,,,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,,Offensive Four Factors,Offensive Four Factors,Offensive Four Factors,Offensive Four Factors,,Defensive Four Factors,Defensive Four Factors,Defensive Four Factors,Defensive Four Factors
7423,Rk,G,Date,,Opp,W/L,Tm,Opp,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,,eFG%,TOV%,ORB%,FT/FGA,,eFG%,TOV%,DRB%,FT/FGA
7424,41,41,2017-01-20,,POR,W,93,92,92.9,91.9,100.1,.174,.315,.470,53.5,69.4,6.0,11.4,,.457,16.1,27.7,.098,,.404,11.4,76.9,.225
7425,42,42,2017-01-21,@,ATL,L,93,110,93.0,110.0,100.0,.231,.372,.541,45.3,81.8,8.0,8.5,,.500,20.4,16.3,.192,,.533,11.4,74.4,.143
7426,43,43,2017-01-24,,LAC,W,121,110,126.9,115.3,95.4,.244,.322,.607,45.2,77.8,8.4,18.9,,.556,4.8,14.6,.233,,.592,16.0,74.4,.366
7427,44,44,2017-01-25,@,MIL,W,114,109,115.0,109.9,99.1,.333,.347,.663,53.8,80.0,9.1,6.3,,.613,19.6,29.0,.293,,.500,15.8,69.4,.198
7428,45,45,2017-01-27,,HOU,L,118,123,108.7,113.3,108.6,.410,.321,.641,41.4,69.0,12.9,12.0,,.603,19.3,7.9,.308,,.593,19.8,81.3,.333
7429,46,46,2017-01-29,@,CHI,L,108,121,106.6,119.4,101.3,.141,.283,.514,46.7,59.1,7.9,10.7,,.495,10.2,22.0,.101,,.551,9.0,76.2,.258
7430,47,47,2017-01-30,,SAC,W,122,119,127.8,124.6,95.5,.313,.373,.646,46.8,71.1,13.6,4.4,,.608,12.9,27.3,.253,,.642,18.7,69.0,.324
7431,48,48,2017-02-01,@,DAL,L,95,113,101.0,120.2,94.0,.338,.286,.537,43.3,60.0,5.3,3.3,,.494,12.8,12.2,.247,,.523,10.1,69.4,.267
7432,49,49,2017-02-02,@,SAS,L,86,102,82.7,98.1,104.0,.261,.284,.438,43.8,70.0,9.6,7.4,,.392,17.6,21.1,.193,,.461,15.8,70.8,.225
7433,50,50,2017-02-04,@,MIA,L,102,125,98.7,120.9,103.4,.369,.274,.522,40.2,57.1,9.7,1.7,,.452,13.3,13.3,.310,,.659,18.6,73.0,.207
7434,51,51,2017-02-06,@,DET,L,96,113,99.0,116.5,97.0,.329,.329,.493,40.6,52.8,8.3,0.0,,.453,11.8,21.2,.224,,.490,10.1,61.2,.162
7435,52,52,2017-02-08,,SAS,L,103,111,111.1,119.8,92.7,.345,.405,.532,42.2,67.6,8.6,3.8,,.482,4.9,14.3,.262,,.601,15.0,82.4,.297
7436,53,53,2017-02-09,@,ORL,W,112,111,105.3,104.4,106.4,.284,.295,.524,48.9,62.5,12.2,7.9,,.479,12.3,24.5,.221,,.548,18.2,82.1,.226
7437,54,54,2017-02-11,,MIA,W,117,109,116.5,108.5,100.4,.442,.291,.570,43.7,69.2,14.9,13.1,,.506,8.9,22.4,.349,,.500,16.3,71.1,.282
7438,55,55,2017-02-13,@,CHO,W,105,99,105.0,99.0,100.0,.198,.384,.562,60.7,58.5,9.0,10.6,,.547,16.1,23.1,.128,,.506,14.4,93.3,.256
7439,56,56,2017-02-15,@,BOS,L,108,116,99.1,106.4,109.0,.194,.333,.535,54.7,52.3,14.7,9.6,,.516,17.9,26.7,.129,,.556,18.7,85.4,.338
7440,57,57,2017-02-24,,WAS,W,120,112,112.4,104.9,106.8,.345,.333,.599,52.7,65.1,8.4,10.6,,.552,13.0,20.5,.276,,.450,12.9,76.9,.344
7441,58,58,2017-02-25,@,NYK,L,109,110,110.4,111.4,98.7,.284,.326,.510,53.2,47.5,6.1,7.1,,.458,9.3,32.0,.232,,.505,9.8,77.3,.198
7442,59,59,2017-02-27,,GSW,L,108,119,108.0,119.0,100.0,.329,.415,.575,48.3,64.9,11.0,5.0,,.512,19.0,29.3,.293,,.483,10.9,65.2,.371
7443,60,60,2017-03-01,@,MIA,L,98,125,96.4,123.0,101.6,.259,.200,.518,48.8,43.2,6.9,6.7,,.471,16.7,22.7,.212,,.617,11.6,78.9,.156
7444,,,,,,,,,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,,Offensive Four Factors,Offensive Four Factors,Offensive Four Factors,Offensive Four Factors,,Defensive Four Factors,Defensive Four Factors,Defensive Four Factors,Defensive Four Factors
7445,Rk,G,Date,,Opp,W/L,Tm,Opp,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,,eFG%,TOV%,ORB%,FT/FGA,,eFG%,TOV%,DRB%,FT/FGA
7446,61,61,2017-03-03,,NYK,W,105,102,108.6,105.5,96.7,.373,.337,.543,54.9,55.6,5.2,14.3,,.488,13.4,27.3,.289,,.435,9.2,80.9,.345
7447,62,62,2017-03-04,,DET,L,106,136,104.9,134.6,101.0,.080,.386,.582,45.0,69.8,5.0,2.8,,.568,17.3,15.0,.068,,.621,6.3,75.0,.189
7448,63,63,2017-03-06,,MIL,L,98,112,106.3,121.5,92.2,.213,.337,.503,50.6,76.9,5.4,6.0,,.483,11.0,30.4,.135,,.578,11.6,75.7,.193
7449,64,64,2017-03-09,@,POR,L,108,114,104.0,109.8,94.1,.213,.309,.525,44.4,43.9,9.6,4.5,,.495,13.5,23.5,.160,,.489,15.6,66.7,.318
7450,65,65,2017-03-11,@,LAC,L,100,112,102.8,115.1,97.3,.167,.357,.555,50.0,70.0,11.3,1.8,,.536,15.1,17.5,.119,,.543,12.2,81.0,.296
7451,66,66,2017-03-12,@,LAL,W,118,116,113.1,111.2,104.3,.405,.304,.634,45.9,68.3,7.7,5.9,,.582,14.7,10.8,.329,,.523,13.0,81.1,.273
7452,67,67,2017-03-14,@,GSW,L,104,106,99.2,101.1,104.8,.303,.303,.515,54.7,71.8,9.5,17.9,,.483,17.2,30.2,.202,,.443,14.8,75.0,.318
7453,68,68,2017-03-17,,DAL,W,116,74,118.7,75.7,97.7,.288,.363,.644,61.8,76.2,8.2,9.4,,.600,15.1,23.7,.250,,.374,11.3,90.2,.103
7454,69,69,2017-03-19,,BOS,W,105,99,104.0,98.1,100.9,.170,.375,.555,51.2,70.7,8.9,12.7,,.534,13.7,19.5,.125,,.440,14.9,81.4,.298
7455,70,70,2017-03-20,@,ORL,L,109,112,96.7,99.4,102.1,.235,.333,.484,49.1,66.7,13.3,9.9,,.426,12.4,24.1,.216,,.394,13.6,74.1,.404
7456,71,71,2017-03-22,@,OKC,L,97,122,101.9,128.2,95.2,.195,.287,.513,31.6,51.4,8.4,5.6,,.471,8.7,14.3,.172,,.568,13.7,51.4,.250
7457,72,72,2017-03-24,@,CHI,W,117,107,118.3,108.2,98.9,.277,.301,.628,54.1,50.0,10.1,6.0,,.602,16.2,31.4,.205,,.462,11.8,70.0,.253
7458,73,73,2017-03-26,@,IND,L,94,107,96.4,109.8,97.5,.159,.466,.499,48.5,54.3,7.2,6.9,,.477,12.9,17.0,.114,,.466,8.1,76.9,.270
7459,74,74,2017-03-28,@,BRK,W,106,101,103.9,99.0,102.0,.231,.363,.529,51.5,53.8,6.9,14.5,,.484,13.8,24.5,.198,,.452,11.1,75.9,.170
7460,75,75,2017-03-29,,ATL,L,92,99,102.5,110.3,89.7,.126,.448,.501,46.0,83.3,7.8,4.8,,.477,13.2,28.9,.103,,.481,15.7,64.3,.275
7461,76,76,2017-03-31,@,CLE,L,105,122,107.3,124.7,97.8,.232,.402,.581,46.2,65.0,7.2,3.0,,.555,15.8,16.3,.171,,.595,7.3,72.9,.095
7462,77,77,2017-04-02,@,TOR,L,105,113,111.1,119.6,94.5,.313,.450,.577,50.0,69.4,8.5,7.6,,.519,17.3,32.5,.275,,.576,13.8,70.6,.176
7463,78,78,2017-04-04,,BRK,L,118,141,114.4,136.7,103.1,.278,.392,.542,50.0,74.4,6.8,9.1,,.505,9.2,28.6,.206,,.747,16.0,95.7,.387
7464,79,79,2017-04-06,,CHI,L,90,102,88.0,99.7,102.3,.242,.363,.447,46.7,57.6,9.8,4.5,,.401,11.4,17.5,.187,,.473,14.0,80.0,.176
7465,80,80,2017-04-08,,MIL,L,82,90,87.6,96.1,93.6,.299,.403,.471,52.2,85.2,9.6,1.9,,.403,16.3,21.3,.260,,.481,14.6,86.0,.177
7466,,,,,,,,,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,,Offensive Four Factors,Offensive Four Factors,Offensive Four Factors,Offensive Four Factors,,Defensive Four Factors,Defensive Four Factors,Defensive Four Factors,Defensive Four Factors
7467,Rk,G,Date,,Opp,W/L,Tm,Opp,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,,eFG%,TOV%,ORB%,FT/FGA,,eFG%,TOV%,DRB%,FT/FGA
7468,81,81,2017-04-10,,IND,L,111,120,118.4,128.0,93.8,.413,.440,.626,42.9,57.1,10.7,1.4,,.553,16.9,25.0,.373,,.606,12.9,62.2,.200
7469,82,82,2017-04-12,@,NYK,L,113,114,119.5,120.6,94.5,.215,.247,.555,46.9,45.7,10.6,6.6,,.532,10.5,38.1,.151,,.548,16.4,56.4,.277
7470,1,1,2016-10-26,,SAC,L,94,113,97.1,116.8,96.8,.351,.208,.529,50.0,55.6,6.2,4.6,,.494,16.8,24.4,.234,,.547,11.8,75.6,.221
7471,2,2,2016-10-28,@,OKC,L,110,113,95.3,97.9,104.5,.340,.298,.509,43.6,35.7,9.5,4.0,,.473,12.2,14.0,.223,,.443,16.3,72.5,.292
7472,3,3,2016-10-30,,GSW,L,100,106,99.4,105.4,100.6,.278,.256,.495,53.8,51.4,9.9,11.1,,.456,9.8,23.4,.200,,.470,13.3,84.8,.337
7473,4,4,2016-10-31,@,LAC,L,98,116,92.7,109.7,105.7,.369,.179,.502,50.0,54.3,10.4,0.0,,.446,17.0,20.4,.274,,.538,14.2,87.2,.375
7474,5,5,2016-11-02,,POR,W,118,115,105.6,102.9,101.2,.291,.155,.508,52.7,34.1,9.0,7.4,,.451,9.4,24.6,.243,,.475,11.3,81.8,.188
7475,6,6,2016-11-04,@,NOP,W,112,111,105.5,104.6,96.2,.301,.258,.532,57.8,45.0,6.6,3.1,,.473,12.5,24.5,.258,,.511,7.0,88.7,.160
7476,7,7,2016-11-06,@,LAL,L,108,119,101.9,112.2,106.0,.308,.220,.523,43.0,50.0,7.5,3.0,,.473,14.1,22.4,.242,,.511,15.3,65.9,.300
7477,8,8,2016-11-08,@,POR,L,121,124,119.1,122.1,101.6,.384,.244,.602,53.9,41.9,9.8,4.0,,.541,13.7,34.9,.326,,.642,17.6,78.8,.247
7478,9,9,2016-11-09,,DET,W,107,100,105.6,98.7,101.3,.357,.262,.550,54.4,52.6,6.9,9.0,,.500,14.9,23.8,.274,,.410,9.6,81.3,.303
7479,10,10,2016-11-12,,BRK,L,104,122,96.5,113.2,107.8,.196,.308,.447,50.0,57.5,8.4,6.4,,.411,9.4,25.8,.150,,.571,14.9,86.4,.310
7480,11,11,2016-11-13,@,GSW,L,120,133,114.0,126.3,105.3,.289,.267,.591,46.9,58.7,9.5,5.6,,.556,11.4,18.6,.222,,.609,13.7,78.9,.310
7481,12,12,2016-11-16,@,DEN,L,104,120,104.6,120.6,99.5,.367,.253,.567,41.7,35.9,8.0,5.3,,.544,14.8,16.7,.228,,.527,11.9,66.7,.237
7482,13,13,2016-11-18,@,IND,W,116,96,124.3,102.8,93.3,.186,.268,.553,56.8,45.7,15.0,10.1,,.521,9.5,41.9,.155,,.480,16.9,73.7,.303
7483,14,14,2016-11-19,@,PHI,L,105,120,99.0,113.2,106.0,.370,.228,.491,50.0,46.2,10.4,13.7,,.457,12.3,24.0,.228,,.622,16.0,84.2,.151
7484,15,15,2016-11-21,@,WAS,L,101,106,100.1,105.0,100.9,.165,.297,.517,53.6,56.4,3.0,11.1,,.489,17.7,29.5,.132,,.462,9.4,73.6,.242
7485,16,16,2016-11-23,@,ORL,W,92,87,97.1,91.8,94.7,.301,.301,.556,50.0,45.5,6.3,10.6,,.514,17.1,15.4,.233,,.401,9.8,77.6,.154
7486,17,17,2016-11-25,,MIN,L,85,98,86.5,99.7,98.3,.266,.329,.482,55.2,53.1,11.2,9.5,,.443,22.1,30.0,.190,,.441,15.0,76.6,.271
